AirportID,Year,Month,Day,Time,TimeZone,SkyCondition,Visibility,WeatherType,DryBulbFarenheit,DryBulbCelsius,WetBulbFarenheit,WetBulbCelsius,DewPointFarenheit,DewPointCelsius,RelativeHumidity,WindSpeed,WindDirection,ValueForWindCharacter,StationPressure,PressureTendency,PressureChange,SeaLevelPressure,RecordType,HourlyPrecip,Altimeter,__index_level_0__
14679,2013,4,23,2251,-8,OVC020,10.0,,61.0,16.1,55.0,12.8,50.0,10.0,67.0,7.0,230,,29.94,,,29.97,AA,,29.97,2285
10423,2013,7,6,842,-6,SCT018,10.0,,81.0,27.0,75.0,23.7,72.0,22.0,74.0,0.0,000,,29.42,,,,SP,,29.95,2286
11042,2013,9,5,1151,-5,SCT027 BKN032 BKN250,10.0,,68.0,20.0,59.0,15.2,53.0,11.7,59.0,8.0,350,20.0,29.36,,,30.22,AA,,30.23,2287
15016,2013,7,5,951,-6,FEW028 SCT250,9.0,,80.0,26.7,71.0,21.5,66.0,18.9,62.0,6.0,110,,29.33,,,30.05,AA,,30.09,2288
10529,2013,9,8,2351,-5,CLR,10.0,,51.0,10.6,48.0,8.6,44.0,6.7,77.0,7.0,340,,29.93,,,30.12,AA,,30.12,2289
10721,2013,10,18,754,-5,FEW040,10.0,,63.0,17.2,56.0,13.5,51.0,10.6,65.0,11.0,280,21.0,29.67,,,29.7,AA,,29.7,2290
11042,2013,5,18,1051,-5,BKN150,10.0,,74.0,23.3,61.0,15.9,51.0,10.6,45.0,17.0,010,,29.26,,,30.11,AA,,30.12,2291
12892,2013,7,1,1553,-8,FEW150 SCT250,10.0,,74.0,23.3,68.0,20.1,65.0,18.3,74.0,14.0,270,,29.48,,,29.83,AA,,29.83,2292
14843,2013,8,18,56,-4,SCT023,10.0,,82.0,27.8,78.0,25.4,76.0,24.4,82.0,3.0,110,,29.96,,,29.96,AA,,29.97,2293
13244,2013,7,7,1954,-6,FEW100,10.0,,84.0,28.9,74.0,23.5,70.0,21.1,63.0,6.0,150,,29.7,,,30.04,AA,,30.06,2294
13244,2013,5,28,1954,-6,BKN250,10.0,,80.0,26.7,66.0,18.8,57.0,13.9,45.0,13.0,170,,29.6,,,29.95,AA,,29.96,2295
10693,2013,8,28,1353,-6,SCT065 BKN250,10.0,,91.0,32.8,75.0,23.6,67.0,19.4,45.0,6.0,300,,29.39,,,30.01,AA,,30.04,2296
10299,2013,4,6,559,-9,SCT013 OVC019,1.5,-SN,18.0,-8.0,16.0,-8.6,12.0,-11.0,77.0,9.0,360,,29.31,,,,SP,,29.45,2297
13342,2013,9,27,252,-6,CLR,6.0,BR,52.0,11.1,51.0,10.8,51.0,10.6,96.0,0.0,000,,29.39,,,30.14,AA,,30.13,2298
15304,2013,10,3,353,-5,BKN300,10.0,,75.0,23.9,72.0,22.0,70.0,21.1,85.0,6.0,050,,29.98,,,29.99,AA,,29.99,2299
13487,2013,6,29,1953,-6,FEW070 SCT120 BKN250,10.0,,70.0,21.1,59.0,15.0,51.0,10.6,51.0,11.0,010,,29.05,,,29.94,AA,,29.95,2300
14869,2013,5,3,753,-7,SCT220,10.0,,54.0,12.2,42.0,5.4,27.0,-2.8,35.0,9.0,160,,25.9,,,30.16,AA,,30.24,2301
13931,2013,6,18,2349,-5,OVC011,10.0,,70.0,21.0,66.0,19.0,64.0,18.0,81.0,15.0,010,,29.79,,,,SP,,29.82,2302
11066,2013,7,23,315,-5,SCT007,3.0,BR,70.0,21.0,70.0,21.1,70.0,21.0,100.0,3.0,290,,28.93,,,,SP,,29.8,2303
14683,2013,5,5,2351,-6,CLR,10.0,,60.0,15.6,53.0,11.4,46.0,7.8,60.0,3.0,080,,29.23,,,30.06,AA,,30.1,2304
14831,2013,9,8,553,-8,FEW008,10.0,,61.0,16.1,59.0,15.1,58.0,14.4,90.0,3.0,320,,29.82,,,29.87,AA,,29.87,2305
13851,2013,9,20,750,-6,SCT009 OVC012,10.0,,70.0,21.0,67.0,19.6,66.0,19.0,87.0,10.0,010,,28.59,,,,SP,,29.98,2306
10423,2013,6,5,1153,-6,FEW042,10.0,,88.0,31.1,74.0,23.1,67.0,19.4,50.0,8.0,180,,29.33,,,29.83,AA,,29.86,2307
11278,2013,6,21,552,-5,FEW250,10.0,,66.0,18.9,59.0,15.1,54.0,12.2,65.0,0.0,000,,30.23,,,30.3,AA,,30.3,2308
14893,2013,6,10,1753,-8,CLR,10.0,,69.0,20.6,60.0,15.4,53.0,11.7,57.0,10.0,240,,29.86,,,29.9,AA,,29.9,2309
10721,2013,9,28,2054,-5,FEW004,10.0,,57.0,13.9,55.0,12.9,54.0,12.2,90.0,0.0,000,,30.26,,,30.29,AA,,30.29,2310
10721,2013,7,31,754,-5,FEW090 SCT250,10.0,,74.0,23.3,63.0,17.1,55.0,12.8,52.0,8.0,350,,30.1,,,30.13,AA,,30.13,2311
14635,2013,4,4,253,-5,CLR,10.0,,69.0,20.6,67.0,19.5,66.0,18.9,90.0,7.0,150,,29.95,,,29.97,AA,,29.98,2312
12173,2013,7,16,1953,-10,FEW027 SCT060,10.0,,79.0,26.1,71.0,21.3,66.0,18.9,65.0,13.0,060,,29.95,,,29.97,AA,,29.97,2313
11278,2013,5,27,1052,-5,FEW140 OVC250,10.0,,71.0,21.7,52.0,11.2,32.0,0.0,24.0,0.0,000,,30.21,,,30.27,AA,,30.28,2314
14307,2013,10,25,51,-5,FEW120,10.0,,41.0,5.0,35.0,1.7,26.0,-3.3,55.0,6.0,280,,29.88,,,29.95,AA,,29.95,2315
11066,2013,5,18,751,-5,SCT090 OVC110,10.0,,65.0,18.3,59.0,15.1,55.0,12.8,70.0,0.0,000,,29.21,,,30.08,AA,T,30.09,2316
14307,2013,9,5,2151,-5,CLR,10.0,,59.0,15.0,57.0,13.7,55.0,12.8,87.0,0.0,000,,30.06,,,30.13,AA,,30.13,2317
12889,2013,7,1,1756,-8,FEW120 SCT250,10.0,,109.0,42.8,68.0,19.8,41.0,5.0,10.0,16.0,200,,27.46,,,29.62,AA,,29.73,2318
10423,2013,7,8,422,-6,SCT015 BKN026 BKN034,10.0,,77.0,25.0,74.0,23.4,73.0,23.0,88.0,3.0,160,,29.51,,,,SP,,30.04,2319
11042,2013,6,27,351,-5,BKN100 OVC120,6.0,-RA BR,69.0,20.6,68.0,19.8,67.0,19.4,93.0,7.0,210,,28.92,,,29.76,AA,0.06,29.78,2320
14100,2013,6,8,1754,-5,SCT040,10.0,,77.0,25.0,65.0,18.5,58.0,14.4,52.0,7.0,280,,29.96,,,29.98,AA,,29.99,2321
12953,2013,8,13,551,-5,BKN009 OVC100,6.0,BR,74.0,23.3,71.0,21.8,70.0,21.1,87.0,6.0,180,,29.8,,,29.83,AA,,29.83,2322
11259,2013,9,21,1953,-6,CLR,10.0,,73.0,22.8,60.0,15.4,50.0,10.0,44.0,5.0,040,,29.36,,,29.87,AA,,29.89,2323
13795,2013,10,8,735,-5,FEW012 OVC019,10.0,,61.0,16.0,57.0,13.9,54.0,12.0,78.0,17.0,030,26.0,29.95,,,,AA,,30.05,2324
14771,2013,4,24,1656,-8,FEW012,10.0,,62.0,16.7,54.0,12.0,46.0,7.8,56.0,13.0,200,,29.86,,,29.88,AA,,29.88,2325
10821,2013,8,20,554,-5,FEW140 SCT200,6.0,BR,62.0,16.7,61.0,16.3,61.0,16.1,97.0,0.0,000,,29.96,,,30.12,AA,,30.13,2326
14057,2013,10,22,353,-8,CLR,6.0,BR,45.0,7.2,44.0,6.6,43.0,6.1,93.0,5.0,280,,29.93,,,30.04,AA,,30.05,2327
14107,2013,5,22,1551,-7,FEW250,10.0,,100.0,37.8,61.0,15.9,22.0,-5.6,6.0,8.0,310,20.0,28.44,,,29.55,AA,,29.61,2328
14771,2013,6,5,456,-8,FEW010 BKN013 OVC016,10.0,,54.0,12.2,50.0,10.2,47.0,8.3,77.0,11.0,260,,29.97,,,29.99,AA,,29.99,2329
15016,2013,8,1,851,-6,FEW050 SCT150,10.0,,79.0,26.1,70.0,21.3,66.0,18.9,65.0,8.0,290,,29.33,,,30.06,AA,,30.09,2330
13930,2013,9,1,851,-6,FEW020 SCT100 SCT250,10.0,,76.0,24.4,70.0,21.1,67.0,19.4,74.0,8.0,290,,29.07,,,29.78,AA,,29.79,2331
10713,2013,5,26,853,-7,OVC095,10.0,,59.0,15.0,47.0,8.2,34.0,1.1,39.0,7.0,260,,26.95,,,29.88,AA,,29.93,2332
14524,2013,7,13,352,-5,OVC017,7.0,,72.0,22.0,69.0,20.7,68.0,20.0,87.0,5.0,030,,29.88,,,,SP,,30.06,2333
13795,2013,10,8,1835,-5,BKN010 OVC016,10.0,,57.0,14.0,55.0,12.9,54.0,12.0,90.0,13.0,020,18.0,29.99,,,,AA,,30.09,2334
13244,2013,8,2,54,-6,CLR,10.0,,72.0,22.2,69.0,20.4,67.0,19.4,84.0,0.0,000,,29.64,,,29.98,AA,,30.0,2335
13795,2013,6,9,2335,-5,SCT006 BKN013 OVC040,9.0,,73.0,23.0,72.0,22.4,72.0,22.0,97.0,6.0,180,,30.06,,,,AA,0.16,30.16,2336
14831,2013,5,24,1053,-8,CLR,10.0,,67.0,19.4,54.0,12.0,41.0,5.0,39.0,6.0,300,,29.95,,,29.99,AA,,30.0,2337
14831,2013,10,6,2253,-8,SCT180,10.0,,62.0,16.7,50.0,10.1,38.0,3.3,41.0,0.0,000,,29.95,,,30.0,AA,,30.0,2338
14771,2013,4,7,2156,-8,FEW008 BKN017 OVC025,3.0,-RA BR,54.0,12.2,52.0,11.0,50.0,10.0,86.0,26.0,240,39.0,29.87,8.0,29.0,29.88,AA,0.01,29.89,2339
11259,2013,5,1,1953,-6,SCT050 BKN250,10.0,,78.0,25.6,67.0,19.6,61.0,16.1,56.0,10.0,070,,29.41,,,29.92,AA,,29.94,2340
14122,2013,10,28,2151,-5,BKN100 OVC250,10.0,,48.0,8.9,42.0,5.6,35.0,1.7,61.0,5.0,010,,29.0,,,30.32,AA,,30.29,2341
12266,2013,10,13,2053,-6,FEW012 BKN029 BKN250,10.0,,73.0,22.8,72.0,22.0,71.0,21.7,93.0,5.0,020,,30.02,,,30.12,AA,,30.13,2342
10821,2013,5,2,954,-5,FEW022 SCT250,10.0,,58.0,14.4,51.0,10.2,43.0,6.1,58.0,10.0,050,,30.27,,,30.44,AA,,30.44,2343
12953,2013,6,21,2051,-5,BKN250,10.0,,72.0,22.2,62.0,16.4,54.0,12.2,53.0,10.0,190,,30.22,,,30.25,AA,,30.25,2344
14730,2013,7,22,910,-5,FEW025 BKN050 OVC085,4.0,-RA BR,73.0,23.0,72.0,22.4,72.0,22.0,97.0,6.0,120,,29.34,,,,SP,,29.86,2345
14869,2013,5,23,1353,-7,FEW090 SCT130,10.0,,68.0,20.0,51.0,10.5,35.0,1.7,30.0,5.0,VR ,,25.49,,,29.67,AA,,29.77,2346
14524,2013,5,21,554,-5,BKN007 OVC012,10.0,,70.0,21.1,68.0,20.0,67.0,19.4,90.0,5.0,200,,29.84,,,30.03,AA,,30.02,2347
12266,2013,8,26,905,-6,SCT012 BKN039 OVC055,3.0,-RA BR,75.0,24.0,75.0,23.8,75.0,24.0,100.0,10.0,060,,30.02,,,,SP,,30.13,2348
13796,2013,7,6,1053,-8,FEW010,10.0,,66.0,18.9,60.0,15.3,55.0,12.8,68.0,5.0,VR ,,29.72,,,29.82,AA,,29.82,2349
14869,2013,7,6,1753,-7,SCT075 BKN100 OVC160,10.0,-RA,74.0,23.3,64.0,18.0,59.0,15.0,60.0,15.0,340,24.0,25.67,,,29.82,AA,0.11,29.97,2350
11697,2013,4,22,1353,-5,SCT026 SCT034 BKN110,10.0,,79.0,26.1,72.0,22.4,69.0,20.6,72.0,8.0,130,,29.96,,,29.97,AA,,29.97,2351
11066,2013,6,10,749,-5,SCT008 BKN013 OVC065,4.0,-RA BR,70.0,21.0,67.0,19.6,66.0,19.0,87.0,10.0,190,,28.97,,,,SP,,29.84,2352
13232,2013,4,17,1551,-6,BKN006CB OVC017,1.0,+TSRA BR,45.0,7.2,44.0,6.4,42.0,5.6,89.0,26.0,080,32.0,29.37,,,30.04,AA,0.20,30.03,2353
13830,2013,10,1,354,-10,FEW100,10.0,,70.0,21.1,66.0,19.0,64.0,17.8,81.0,3.0,140,,29.92,,,29.98,AA,,29.97,2354
15376,2013,8,19,353,-7,FEW110,10.0,,84.0,28.9,66.0,18.7,55.0,12.8,37.0,6.0,VR ,24.0,27.32,,,29.83,AA,,29.99,2355
11618,2013,4,17,1251,-5,FEW065 BKN250,10.0,,72.0,22.2,52.0,11.1,30.0,-1.1,21.0,8.0,360,,30.16,5.0,10.0,30.19,AA,,30.19,2356
13342,2013,10,1,2052,-6,CLR,10.0,,72.0,22.2,64.0,17.8,59.0,15.0,64.0,5.0,260,,29.18,,,29.91,AA,,29.92,2357
13795,2013,8,1,815,-5,FEW015 SCT022 BKN027,7.0,,72.0,22.0,71.0,21.4,70.0,21.0,93.0,7.0,170,,29.89,,,,AA,,29.99,2358
13795,2013,5,21,715,-5,FEW008 SCT017,10.0,,73.0,23.0,71.0,21.6,70.0,21.0,90.0,6.0,220,,29.99,,,,AA,,30.09,2359
11042,2013,7,9,2151,-5,FEW070 BKN100 OVC250,10.0,,72.0,22.2,70.0,21.1,69.0,20.6,90.0,11.0,210,,29.13,,,29.98,AA,T,29.99,2360
14492,2013,7,21,251,-5,FEW009 SCT100,10.0,,73.0,22.8,71.0,21.6,70.0,21.1,90.0,9.0,230,,29.51,,,29.96,AA,,29.98,2361
12191,2013,4,23,1753,-6,FEW035 BKN060 BKN250,10.0,,76.0,24.4,69.0,20.5,65.0,18.3,69.0,7.0,160,,29.85,3.0,0.0,29.91,AA,,29.9,2362
15016,2013,10,3,2351,-6,CLR,10.0,,74.0,23.3,69.0,20.7,67.0,19.4,79.0,7.0,170,,29.18,,,29.91,AA,,29.94,2363
13204,2013,5,22,1753,-5,FEW060 BKN080 BKN150,10.0,,76.0,24.4,73.0,22.5,71.0,21.7,85.0,6.0,090,,29.83,,,29.93,AA,T,29.94,2364
14570,2013,7,7,355,-8,FEW120,10.0,,65.0,18.3,51.0,10.6,39.0,3.9,39.0,0.0,000,,25.49,,,29.78,SY-MT,,29.96,2365
13487,2013,4,11,837,-6,BKN008 OVC015,1.5,-SN BR,34.0,1.0,32.0,0.2,30.0,-1.0,85.0,20.0,070,25.0,28.86,,,,SP,,29.75,2366
13244,2013,10,28,2354,-6,CLR,10.0,,62.0,16.7,58.0,14.4,55.0,12.8,78.0,5.0,130,,29.86,,,30.21,AA,,30.22,2367
10693,2013,5,5,1153,-6,BKN012 OVC016,10.0,,54.0,12.2,50.0,10.2,47.0,8.3,77.0,3.0,VR ,,29.22,,,29.86,AA,,29.87,2368
14107,2013,8,25,151,-7,SCT100 BKN150 BKN170,10.0,,86.0,30.0,71.0,21.8,64.0,17.8,48.0,6.0,210,,28.71,,,29.83,AA,,29.89,2369
12478,2013,4,1,2351,-5,CLR,10.0,,37.0,2.8,28.0,-2.1,8.0,-13.3,30.0,24.0,320,31.0,29.91,,,29.93,AA,,29.93,2370
12191,2013,4,7,853,-6,FEW020 SCT038,10.0,,72.0,22.2,65.0,18.1,60.0,15.6,66.0,10.0,160,,29.93,3.0,13.0,30.0,AA,,29.98,2371
14683,2013,10,28,5,-6,OVC009,10.0,,70.0,21.0,66.0,19.0,64.0,18.0,81.0,8.0,100,,29.16,,,,SP,,30.03,2372
14771,2013,7,14,1856,-8,FEW006 SCT009,10.0,,57.0,13.9,53.0,11.8,50.0,10.0,78.0,22.0,280,,29.9,,,29.92,AA,,29.92,2373
11697,2013,7,13,1953,-5,FEW012 BKN100,5.0,RA BR,72.0,22.2,71.0,21.8,71.0,21.7,97.0,5.0,160,,30.02,,,30.03,AA,0.18,30.03,2374
10140,2013,4,5,952,-7,BKN140 BKN170,10.0,,66.0,18.9,43.0,6.0,10.0,-12.2,11.0,11.0,200,,24.76,,,29.92,AA,,30.11,2375
13342,2013,10,12,852,-6,FEW038 SCT075 BKN100,10.0,,66.0,18.9,60.0,15.6,56.0,13.3,70.0,9.0,190,,29.22,,,29.96,AA,,29.96,2376
12889,2013,4,16,1556,-8,FEW080 BKN120,10.0,,61.0,16.1,44.0,6.4,20.0,-6.7,20.0,20.0,340,26.0,27.46,1.0,7.0,29.7,AA,,29.73,2377
14869,2013,8,11,653,-7,FEW150,10.0,,75.0,23.9,56.0,13.6,42.0,5.6,31.0,13.0,150,24.0,25.8,,,29.94,AA,,30.12,2378
14908,2013,5,25,101,-8,SCT026,10.0,,57.0,14.0,53.0,11.8,50.0,10.0,78.0,6.0,120,,29.92,,,,SP,,29.98,2379
15304,2013,4,8,2053,-5,FEW250,10.0,,72.0,22.2,66.0,18.7,62.0,16.7,71.0,3.0,330,,30.11,,,30.11,AA,,30.12,2380
15304,2013,8,30,2226,-5,SCT022 BKN046 OVC090,10.0,,81.0,27.0,75.0,24.1,73.0,23.0,77.0,7.0,230,,29.95,,,,SP,,29.96,2381
13830,2013,5,4,554,-10,CLR,10.0,,66.0,18.9,63.0,17.2,61.0,16.1,84.0,8.0,140,,29.92,,,29.99,AA,,29.97,2382
13830,2013,5,9,654,-10,FEW016,10.0,,73.0,22.8,70.0,21.3,69.0,20.6,87.0,0.0,000,,29.99,,,30.05,AA,,30.04,2383
14771,2013,4,5,556,-8,SCT009 SCT012 OVC035,10.0,,55.0,12.8,53.0,11.8,52.0,11.1,90.0,0.0,000,,30.12,,,30.14,AA,T,30.14,2384
13244,2013,6,6,1454,-6,FEW038 SCT050 BKN250,10.0,,81.0,27.2,70.0,21.0,64.0,17.8,56.0,8.0,350,,29.45,,,29.79,AA,,29.81,2385
14570,2013,10,9,255,-8,BKN095 BKN110 BKN150,10.0,,48.0,8.9,37.0,3.0,23.0,-5.0,37.0,7.0,020,,25.24,,,29.57,AA,,29.67,2386
14635,2013,4,12,353,-5,FEW018 OVC023,10.0,,72.0,22.2,72.0,22.2,72.0,22.2,100.0,8.0,150,,29.86,8.0,11.0,29.88,AA,,29.89,2387
13342,2013,9,6,1652,-6,FEW043 SCT250,10.0,,78.0,25.6,69.0,20.5,64.0,17.8,62.0,9.0,120,,29.3,,,30.03,AA,,30.04,2388
10693,2013,6,18,753,-6,BKN005 BKN009 OVC014,1.0,-RA BR BCFG,68.0,20.0,67.0,19.2,66.0,18.9,93.0,10.0,350,,29.28,,,29.91,AA,0.02,29.93,2389
13931,2013,5,23,511,-5,FEW008 BKN020 BKN110,10.0,,72.0,22.0,69.0,20.7,68.0,20.0,87.0,9.0,180,,29.93,,,,SP,,29.96,2390
10693,2013,8,25,653,-6,FEW045 SCT090 SCT180,10.0,,73.0,22.8,69.0,20.6,67.0,19.4,82.0,5.0,140,,29.67,,,30.3,AA,,30.32,2391
14524,2013,6,30,1954,-5,BKN022 OVC040,10.0,,80.0,26.7,73.0,22.5,69.0,20.6,69.0,6.0,300,,29.67,,,29.86,AA,,29.85,2392
14635,2013,8,16,1802,-5,BKN027 BKN045 OVC090,1.0,+TSRA,79.0,26.0,74.0,23.4,72.0,22.0,79.0,0.0,000,,29.96,,,,SP,,29.99,2393
13931,2013,7,29,851,-5,BKN016 BKN023,10.0,,78.0,25.6,73.0,22.5,70.0,21.1,77.0,8.0,350,,30.03,,,30.06,AA,,30.06,2394
14122,2013,7,23,151,-5,OVC006,7.0,,69.0,20.6,67.0,19.4,66.0,18.9,90.0,3.0,250,,28.51,,,29.77,AA,T,29.78,2395
10821,2013,8,5,254,-5,SCT240,10.0,,63.0,17.2,57.0,14.1,53.0,11.7,70.0,6.0,320,,29.88,,,30.04,AA,,30.05,2396
14307,2013,4,10,2051,-5,FEW008 SCT050 OVC160,10.0,,46.0,7.8,45.0,7.2,44.0,6.7,93.0,7.0,110,,29.82,,,29.89,AA,0.07,29.89,2397
13931,2013,5,31,1651,-5,CLR,10.0,,87.0,30.6,70.0,20.9,60.0,15.6,40.0,18.0,210,24.0,30.07,,,30.09,AA,,30.1,2398
11259,2013,8,13,1253,-6,FEW070 SCT090CB BKN250,10.0,,99.0,37.2,77.0,24.8,67.0,19.4,35.0,9.0,270,20.0,29.42,,,29.92,AA,,29.95,2399
12954,2013,7,10,1153,-8,CLR,10.0,,73.0,22.8,67.0,19.2,63.0,17.2,71.0,6.0,VR ,,29.94,,,29.98,AA,,29.98,2400
11057,2013,4,24,1952,-5,FEW120 SCT180,10.0,,69.0,20.6,61.0,16.0,55.0,12.8,61.0,9.0,220,,29.22,,,30.02,AA,,30.04,2401
11433,2013,9,29,1236,-5,BKN008 OVC015,3.0,-RA BR,63.0,17.0,62.0,16.5,61.0,16.0,93.0,9.0,190,,29.29,,,,SP,,30.0,2402
12191,2013,8,12,953,-6,SCT030,10.0,,87.0,30.6,77.0,25.1,73.0,22.8,63.0,6.0,VR ,,30.03,,,30.09,AA,,30.08,2403
14100,2013,5,14,1154,-5,FEW065 SCT250,10.0,,57.0,13.9,43.0,6.0,23.0,-5.0,27.0,14.0,270,20.0,30.11,,,30.14,AA,,30.14,2404
13851,2013,9,19,1552,-6,FEW048 BKN110 OVC200,10.0,,77.0,25.0,72.0,22.3,70.0,21.1,79.0,6.0,130,,28.53,,,29.87,AA,T,29.91,2405
11278,2013,5,18,1952,-5,OVC011,10.0,-RA,62.0,16.7,59.0,15.0,57.0,13.9,84.0,8.0,080,,30.15,,,30.22,AA,T,30.22,2406
12264,2013,7,8,152,-5,SCT100 BKN150 BKN250,10.0,,70.0,21.1,69.0,20.7,69.0,20.6,97.0,0.0,000,,29.73,,,30.07,AA,T,30.08,2407
15304,2013,4,23,751,-5,FEW012,10.0,,70.0,21.0,65.0,18.0,61.0,16.0,73.0,7.0,040,,30.09,,,,SP,,30.1,2408
13244,2013,9,14,1454,-6,FEW250,10.0,,77.0,25.0,59.0,15.1,45.0,7.2,32.0,8.0,040,,29.66,,,30.01,AA,,30.02,2409
11042,2013,9,12,2123,-5,SCT014 BKN023 OVC065,9.0,-RA,63.0,17.2,60.0,15.5,58.0,14.4,84.0,3.0,VR ,,29.06,,,,SP,,29.92,2410
13204,2013,6,30,1211,-5,SCT011CB BKN026CB OVC100,8.0,TS BR,75.0,24.0,75.0,23.8,75.0,24.0,100.0,5.0,290,20.0,29.77,,,,SP,,29.88,2411
14869,2013,5,20,853,-7,FEW018 SCT026TCU,10.0,,54.0,12.2,50.0,9.8,46.0,7.8,75.0,9.0,350,,25.83,,,30.09,AA,T,30.16,2412
10299,2013,5,17,453,-9,BKN004 OVC027,9.0,-RA,38.0,3.3,37.0,2.6,35.0,1.7,89.0,6.0,040,,29.26,,,29.4,AA,0.01,29.4,2413
14570,2013,10,23,855,-8,CLR,10.0,,50.0,10.0,39.0,3.9,25.0,-3.9,38.0,0.0,000,,25.67,,,30.09,AA,,30.16,2414
14307,2013,7,6,851,-5,FEW250,10.0,,86.0,30.0,77.0,24.9,73.0,22.8,65.0,8.0,260,,30.01,,,30.07,AA,,30.08,2415
14683,2013,9,11,451,-6,BKN007 OVC030,8.0,,77.0,25.0,74.0,23.4,73.0,22.8,88.0,6.0,060,,29.18,,,29.99,AA,,30.05,2416
15376,2013,10,2,253,-7,CLR,10.0,,66.0,18.9,51.0,10.6,37.0,2.8,34.0,6.0,150,,27.33,,,29.87,AA,,30.0,2417
14307,2013,8,2,531,-5,BKN007 BKN015 OVC027,3.0,-DZ BR,66.0,19.0,65.0,18.2,64.0,18.0,93.0,3.0,360,,29.75,,,,SP,,29.82,2418
10299,2013,7,18,2253,-9,FEW035 SCT045 SCT075,10.0,,67.0,19.4,62.0,16.4,58.0,14.4,73.0,5.0,190,,29.97,,,30.11,AA,,30.11,2419
14679,2013,7,18,351,-8,OVC012,10.0,,68.0,20.0,63.0,17.3,60.0,15.6,76.0,5.0,350,,29.94,,,29.97,AA,,29.97,2420
13851,2013,10,14,203,-6,BKN012 OVC027,10.0,,68.0,20.0,65.0,18.2,63.0,17.0,84.0,11.0,140,,28.75,,,,SP,,30.14,2421
13204,2013,8,31,1737,-5,SCT011 BKN048CB BKN300,4.0,TSRA BR,77.0,25.0,74.0,23.4,73.0,23.0,88.0,14.0,310,,29.81,,,,SP,,29.92,2422
12264,2013,7,27,2325,-5,SCT022 BKN046 OVC100,7.0,-RA,72.0,22.0,71.0,21.4,70.0,21.0,93.0,3.0,190,,29.6,,,,SP,,29.95,2423
14683,2013,7,18,825,-6,SCT011 BKN190,10.0,,81.0,27.0,75.0,24.1,73.0,23.0,77.0,7.0,060,,29.29,,,,SP,,30.16,2424
11433,2013,8,25,953,-5,FEW200,10.0,,77.0,25.0,68.0,19.7,62.0,16.7,60.0,9.0,210,,29.59,,,30.3,AA,,30.31,2425
10140,2013,10,14,652,-7,FEW045 SCT085 SCT180,10.0,,54.0,12.2,43.0,6.1,31.0,-0.6,42.0,3.0,010,,24.77,,,29.95,AA,,30.12,2426
10140,2013,7,22,352,-7,BKN140,10.0,,71.0,21.7,62.0,16.7,57.0,13.9,61.0,0.0,000,,24.76,,,29.83,AA,,30.11,2427
11057,2013,4,5,852,-5,FEW008 OVC018,10.0,,46.0,7.8,45.0,6.9,43.0,6.1,89.0,6.0,350,,29.17,,,29.99,AA,,29.99,2428
12954,2013,5,18,953,-8,CLR,10.0,,69.0,20.6,60.0,15.4,53.0,11.7,57.0,9.0,190,,30.01,,,30.04,AA,,30.05,2429
13487,2013,6,6,253,-6,OVC004,9.0,,52.0,11.1,51.0,10.8,51.0,10.6,96.0,6.0,360,,29.08,,,29.97,AA,,29.97,2430
12954,2013,6,3,2353,-8,OVC017,10.0,,64.0,17.8,59.0,14.9,55.0,12.8,73.0,3.0,110,,29.86,,,29.89,AA,,29.9,2431
14730,2013,8,25,2056,-5,FEW060 SCT250,10.0,,81.0,27.2,71.0,21.7,66.0,18.9,60.0,7.0,150,,29.71,,,30.22,AA,,30.24,2432
14683,2013,7,6,1451,-6,SCT075,10.0,,95.0,35.0,73.0,22.7,62.0,16.7,34.0,7.0,VR ,,29.0,,,29.81,AA,,29.87,2433
13930,2013,4,14,1551,-6,BKN250,10.0,,69.0,20.6,58.0,14.3,49.0,9.4,49.0,15.0,140,23.0,28.97,,,29.69,AA,,29.69,2434
13795,2013,10,3,1635,-5,CLR,10.0,,81.0,27.0,68.0,20.1,61.0,16.0,51.0,10.0,190,,30.0,,,,AA,,30.1,2435
13487,2013,8,11,2353,-6,FEW095,10.0,,70.0,21.1,67.0,19.3,65.0,18.3,84.0,5.0,210,,29.12,,,30.01,AA,,30.02,2436
12954,2013,9,11,453,-8,OVC016,10.0,,64.0,17.8,60.0,15.5,57.0,13.9,78.0,0.0,000,,29.92,,,29.96,AA,,29.96,2437
13232,2013,8,28,1051,-6,OVC014,10.0,,79.0,26.1,72.0,22.3,69.0,20.6,72.0,9.0,010,,29.31,,,29.94,AA,,29.97,2438
13232,2013,9,15,651,-6,FEW075 OVC110,10.0,RA,59.0,15.0,52.0,11.2,46.0,7.8,62.0,7.0,160,,29.39,,,30.04,AA,0.02,30.05,2439
11433,2013,6,16,338,-5,BKN043CB BKN080 OVC100,2.5,+TSRA BR,66.0,19.0,64.0,17.8,63.0,17.0,90.0,16.0,210,,29.16,,,,SP,,29.87,2440
10721,2013,8,13,1654,-5,FEW050 SCT120 BKN200,10.0,,72.0,22.2,68.0,19.7,65.0,18.3,79.0,7.0,080,,29.68,,,29.71,AA,,29.71,2441
13830,2013,10,18,1454,-10,SCT040 SCT055,10.0,,84.0,28.9,75.0,23.9,71.0,21.7,65.0,10.0,350,,29.82,,,29.89,AA,,29.87,2442
14307,2013,10,15,1951,-5,BKN039,10.0,,55.0,12.8,52.0,11.0,49.0,9.4,80.0,6.0,050,,30.14,,,30.21,AA,,30.21,2443
